tag	published_at	asset_name	size_bytes	download_count	content_type
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-arm64.dmg	135810065	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-arm64.dmg.blockmap	142931	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-arm64.zip	131459217	0	application/zip
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-arm64.zip.blockmap	137244	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-x64.dmg	141126444	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-x64.dmg.blockmap	147943	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-x64.zip	136706695	0	application/zip
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-x64.zip.blockmap	142956	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	ArchDisc-1.0.269-x86_64.AppImage	141994154	0	application/octet-stream
v1.0.269	2026-05-22T17:31:57Z	latest-linux.yml	388	0	text/yaml
v1.0.269	2026-05-22T17:31:57Z	latest-mac.yml	818	0	text/yaml
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-arm64.dmg	135807781	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-arm64.dmg.blockmap	144109	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-arm64.zip	131463190	0	application/zip
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-arm64.zip.blockmap	138095	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-x64.dmg	141130248	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-x64.dmg.blockmap	149681	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-x64.zip	136710668	0	application/zip
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-x64.zip.blockmap	143773	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	ArchDisc-1.0.270-x86_64.AppImage	141998804	0	application/octet-stream
v1.0.270	2026-05-22T17:34:40Z	latest-linux.yml	388	0	text/yaml
v1.0.270	2026-05-22T17:34:40Z	latest-mac.yml	818	0	text/yaml
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-arm64.dmg	135827117	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-arm64.dmg.blockmap	144015	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-arm64.zip	131466963	0	application/zip
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-arm64.zip.blockmap	138171	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-x64.dmg	141127221	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-x64.dmg.blockmap	148432	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-x64.zip	136714441	0	application/zip
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-x64.zip.blockmap	143733	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-1.0.271-x86_64.AppImage	141998779	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-Setup-1.0.271.exe	116663132	1	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	ArchDisc-Setup-1.0.271.exe.blockmap	121014	0	application/octet-stream
v1.0.271	2026-05-22T17:37:42Z	latest-linux.yml	388	0	text/yaml
v1.0.271	2026-05-22T17:37:42Z	latest-mac.yml	818	0	text/yaml
v1.0.271	2026-05-22T17:37:42Z	latest.yml	351	0	text/yaml
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-arm64.dmg	135813153	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-arm64.dmg.blockmap	141763	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-arm64.zip	131462490	0	application/zip
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-arm64.zip.blockmap	137387	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-x64.dmg	141120143	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-x64.dmg.blockmap	148077	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-x64.zip	136709968	0	application/zip
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-x64.zip.blockmap	143252	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-1.0.272-x86_64.AppImage	142002401	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-Setup-1.0.272.exe	116667019	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	ArchDisc-Setup-1.0.272.exe.blockmap	121329	0	application/octet-stream
v1.0.272	2026-05-22T18:25:17Z	latest-linux.yml	388	0	text/yaml
v1.0.272	2026-05-22T18:25:17Z	latest-mac.yml	818	0	text/yaml
v1.0.272	2026-05-22T18:25:17Z	latest.yml	351	0	text/yaml
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-arm64.dmg	135813165	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-arm64.dmg.blockmap	141676	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-arm64.zip	131462495	0	application/zip
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-arm64.zip.blockmap	137849	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-x64.dmg	141120197	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-x64.dmg.blockmap	148012	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-x64.zip	136709973	0	application/zip
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-x64.zip.blockmap	143483	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-1.0.273-x86_64.AppImage	142002401	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-Setup-1.0.273.exe	116666865	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	ArchDisc-Setup-1.0.273.exe.blockmap	121349	0	application/octet-stream
v1.0.273	2026-05-22T18:28:49Z	latest-linux.yml	388	0	text/yaml
v1.0.273	2026-05-22T18:28:49Z	latest-mac.yml	818	0	text/yaml
v1.0.273	2026-05-22T18:28:49Z	latest.yml	351	0	text/yaml
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-arm64.dmg	135834744	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-arm64.dmg.blockmap	143487	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-arm64.zip	131469399	0	application/zip
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-arm64.zip.blockmap	137871	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-x64.dmg	141130090	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-x64.dmg.blockmap	148244	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-x64.zip	136716877	0	application/zip
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-x64.zip.blockmap	143527	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-1.0.274-x86_64.AppImage	141998176	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-Setup-1.0.274.exe	116671911	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	ArchDisc-Setup-1.0.274.exe.blockmap	120886	0	application/octet-stream
v1.0.274	2026-05-22T19:38:43Z	latest-linux.yml	388	0	text/yaml
v1.0.274	2026-05-22T19:38:43Z	latest-mac.yml	818	0	text/yaml
v1.0.274	2026-05-22T19:38:43Z	latest.yml	351	0	text/yaml
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-arm64.dmg	135835079	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-arm64.dmg.blockmap	144181	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-arm64.zip	131469572	2	application/zip
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-arm64.zip.blockmap	137936	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-x64.dmg	141129999	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-x64.dmg.blockmap	147450	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-x64.zip	136717050	2	application/zip
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-x64.zip.blockmap	143592	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-1.0.275-x86_64.AppImage	142002932	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-Setup-1.0.275.exe	116673184	2	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	ArchDisc-Setup-1.0.275.exe.blockmap	121072	1	application/octet-stream
v1.0.275	2026-05-22T23:19:31Z	latest-linux.yml	388	0	text/yaml
v1.0.275	2026-05-22T23:19:31Z	latest-mac.yml	818	0	text/yaml
v1.0.275	2026-05-22T23:19:31Z	latest.yml	351	0	text/yaml
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-arm64.dmg	135836254	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-arm64.dmg.blockmap	144413	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-arm64.zip	131469452	0	application/zip
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-arm64.zip.blockmap	137412	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-x64.dmg	141130170	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-x64.dmg.blockmap	147355	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-x64.zip	136716930	0	application/zip
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-x64.zip.blockmap	143230	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-1.0.276-x86_64.AppImage	142002554	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-Setup-1.0.276.exe	116673887	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	ArchDisc-Setup-1.0.276.exe.blockmap	121187	0	application/octet-stream
v1.0.276	2026-05-23T02:28:56Z	latest-linux.yml	388	0	text/yaml
v1.0.276	2026-05-23T02:28:56Z	latest-mac.yml	818	0	text/yaml
v1.0.276	2026-05-23T02:28:56Z	latest.yml	351	0	text/yaml
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-arm64.dmg	135830416	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-arm64.dmg.blockmap	144034	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-arm64.zip	131472077	0	application/zip
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-arm64.zip.blockmap	137686	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-x64.dmg	141135519	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-x64.dmg.blockmap	149194	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-x64.zip	136719555	0	application/zip
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-x64.zip.blockmap	143408	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-1.0.277-x86_64.AppImage	142006689	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-Setup-1.0.277.exe	116674791	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	ArchDisc-Setup-1.0.277.exe.blockmap	121074	0	application/octet-stream
v1.0.277	2026-05-23T03:09:00Z	latest-linux.yml	388	0	text/yaml
v1.0.277	2026-05-23T03:09:00Z	latest-mac.yml	818	0	text/yaml
v1.0.277	2026-05-23T03:09:00Z	latest.yml	351	0	text/yaml
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-arm64.dmg	135830136	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-arm64.dmg.blockmap	143449	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-arm64.zip	131474110	0	application/zip
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-arm64.zip.blockmap	138218	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-x64.dmg	141136240	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-x64.dmg.blockmap	148502	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-x64.zip	136721588	0	application/zip
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-x64.zip.blockmap	143887	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-1.0.278-x86_64.AppImage	142002682	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-Setup-1.0.278.exe	116675368	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	ArchDisc-Setup-1.0.278.exe.blockmap	121126	0	application/octet-stream
v1.0.278	2026-05-23T03:36:40Z	latest-linux.yml	388	0	text/yaml
v1.0.278	2026-05-23T03:36:40Z	latest-mac.yml	818	0	text/yaml
v1.0.278	2026-05-23T03:36:40Z	latest.yml	351	0	text/yaml
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-arm64.dmg	135829974	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-arm64.dmg.blockmap	143459	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-arm64.zip	131474113	0	application/zip
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-arm64.zip.blockmap	137286	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-x64.dmg	141136189	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-x64.dmg.blockmap	148496	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-x64.zip	136721591	0	application/zip
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-x64.zip.blockmap	143097	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-1.0.279-x86_64.AppImage	142002679	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-Setup-1.0.279.exe	116675326	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	ArchDisc-Setup-1.0.279.exe.blockmap	121067	0	application/octet-stream
v1.0.279	2026-05-23T03:54:51Z	latest-linux.yml	388	0	text/yaml
v1.0.279	2026-05-23T03:54:51Z	latest-mac.yml	818	0	text/yaml
v1.0.279	2026-05-23T03:54:51Z	latest.yml	351	0	text/yaml
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-arm64.dmg	135829795	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-arm64.dmg.blockmap	144225	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-arm64.zip	131474713	0	application/zip
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-arm64.zip.blockmap	137332	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-x64.dmg	141136198	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-x64.dmg.blockmap	148712	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-x64.zip	136722191	0	application/zip
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-x64.zip.blockmap	143143	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-1.0.280-x86_64.AppImage	142002414	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-Setup-1.0.280.exe	116675084	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	ArchDisc-Setup-1.0.280.exe.blockmap	121009	0	application/octet-stream
v1.0.280	2026-05-23T04:35:39Z	latest-linux.yml	388	0	text/yaml
v1.0.280	2026-05-23T04:35:39Z	latest-mac.yml	818	0	text/yaml
v1.0.280	2026-05-23T04:35:39Z	latest.yml	351	0	text/yaml
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-arm64.dmg	135881821	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-arm64.dmg.blockmap	144747	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-arm64.zip	131478690	2	application/zip
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-arm64.zip.blockmap	137668	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-x64.dmg	141127595	1	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-x64.dmg.blockmap	149401	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-x64.zip	136726168	2	application/zip
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-x64.zip.blockmap	143504	3	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-1.0.281-x86_64.AppImage	142014486	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-Setup-1.0.281.exe	116676041	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	ArchDisc-Setup-1.0.281.exe.blockmap	120989	2	application/octet-stream
v1.0.281	2026-05-23T04:42:24Z	latest-linux.yml	388	0	text/yaml
v1.0.281	2026-05-23T04:42:24Z	latest-mac.yml	818	0	text/yaml
v1.0.281	2026-05-23T04:42:24Z	latest.yml	351	0	text/yaml
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-arm64.dmg	135878255	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-arm64.dmg.blockmap	143478	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-arm64.zip	131481226	2	application/zip
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-arm64.zip.blockmap	137613	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-x64.dmg	141124397	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-x64.dmg.blockmap	149885	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-x64.zip	136728704	2	application/zip
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-x64.zip.blockmap	143429	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-1.0.282-x86_64.AppImage	142014855	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-Setup-1.0.282.exe	116677050	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	ArchDisc-Setup-1.0.282.exe.blockmap	121212	2	application/octet-stream
v1.0.282	2026-05-23T05:39:34Z	latest-linux.yml	388	0	text/yaml
v1.0.282	2026-05-23T05:39:34Z	latest-mac.yml	818	0	text/yaml
v1.0.282	2026-05-23T05:39:34Z	latest.yml	351	0	text/yaml
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-arm64.dmg	135878188	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-arm64.dmg.blockmap	143547	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-arm64.zip	131481235	0	application/zip
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-arm64.zip.blockmap	137835	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-x64.dmg	141124459	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-x64.dmg.blockmap	149817	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-x64.zip	136728713	0	application/zip
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-x64.zip.blockmap	143533	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-1.0.283-x86_64.AppImage	142014857	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-Setup-1.0.283.exe	116677119	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	ArchDisc-Setup-1.0.283.exe.blockmap	121258	0	application/octet-stream
v1.0.283	2026-05-23T05:41:24Z	latest-linux.yml	388	0	text/yaml
v1.0.283	2026-05-23T05:41:24Z	latest-mac.yml	818	0	text/yaml
v1.0.283	2026-05-23T05:41:24Z	latest.yml	351	0	text/yaml
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-arm64.dmg	135861879	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-arm64.dmg.blockmap	143354	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-arm64.zip	131485199	0	application/zip
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-arm64.zip.blockmap	137640	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-x64.dmg	141143383	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-x64.dmg.blockmap	148097	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-x64.zip	136732677	0	application/zip
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-x64.zip.blockmap	143331	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-1.0.284-x86_64.AppImage	142018659	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-Setup-1.0.284.exe	116683151	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	ArchDisc-Setup-1.0.284.exe.blockmap	120818	0	application/octet-stream
v1.0.284	2026-05-23T06:35:20Z	latest-linux.yml	388	0	text/yaml
v1.0.284	2026-05-23T06:35:20Z	latest-mac.yml	818	0	text/yaml
v1.0.284	2026-05-23T06:35:20Z	latest.yml	351	0	text/yaml
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-arm64.dmg	135861865	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-arm64.dmg.blockmap	143381	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-arm64.zip	131485191	0	application/zip
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-arm64.zip.blockmap	136883	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-x64.dmg	141143293	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-x64.dmg.blockmap	148090	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-x64.zip	136732669	0	application/zip
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-1.0.285-x64.zip.blockmap	142365	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-Setup-1.0.285.exe	116683034	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	ArchDisc-Setup-1.0.285.exe.blockmap	120807	0	application/octet-stream
v1.0.285	2026-05-23T07:02:27Z	latest-mac.yml	818	0	text/yaml
v1.0.285	2026-05-23T07:02:27Z	latest.yml	351	0	text/yaml
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-arm64.dmg	135863579	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-arm64.dmg.blockmap	143493	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-arm64.zip	131503092	0	application/zip
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-arm64.zip.blockmap	137237	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-x64.dmg	141161847	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-x64.dmg.blockmap	148890	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-x64.zip	136750570	0	application/zip
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-x64.zip.blockmap	142950	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-1.0.286-x86_64.AppImage	142052015	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-Setup-1.0.286.exe	116696839	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	ArchDisc-Setup-1.0.286.exe.blockmap	120791	0	application/octet-stream
v1.0.286	2026-05-23T14:53:24Z	latest-linux.yml	388	0	text/yaml
v1.0.286	2026-05-23T14:53:24Z	latest-mac.yml	818	0	text/yaml
v1.0.286	2026-05-23T14:53:24Z	latest.yml	351	0	text/yaml
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-arm64.dmg	135863494	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-arm64.dmg.blockmap	143533	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-arm64.zip	131503091	0	application/zip
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-arm64.zip.blockmap	137280	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-x64.dmg	141161877	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-x64.dmg.blockmap	148978	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-x64.zip	136750569	0	application/zip
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-x64.zip.blockmap	142922	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-1.0.287-x86_64.AppImage	142052020	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-Setup-1.0.287.exe	116696820	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	ArchDisc-Setup-1.0.287.exe.blockmap	120750	0	application/octet-stream
v1.0.287	2026-05-23T14:56:15Z	latest-linux.yml	388	0	text/yaml
v1.0.287	2026-05-23T14:56:15Z	latest-mac.yml	818	0	text/yaml
v1.0.287	2026-05-23T14:56:15Z	latest.yml	351	0	text/yaml
v1.0.288	2026-05-23T15:36:04Z	ArchDisc-1.0.288-arm64.dmg	135866149	0	application/octet-stream
